"id","code","name"
"02099000","0209.90.00","0209.90.00 Carnes e miudezas, comestíveis. Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - Outros"
"02101100","0210.11.00","0210.11.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Carnes da espécie suína: -- Pernas, pás e respectivos pedaços, não desossados"
"02101200","0210.12.00","0210.12.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Carnes da espécie suína: -- Toucinhos entremeados (Barrigas (entremeadas)*) e seus pedaços"
"02101900","0210.19.00","0210.19.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Carnes da espécie suína: -- Outras"
"02102000","0210.20.00","0210.20.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Carnes da espécie bovina"
"02109100","0210.91.00","0210.91.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De primatas"
"02109200","0210.92.00","0210.92.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); de otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia)"
"02109300","0210.93.00","0210.93.00 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De répteis (incluindo as serpentes e as tartarugas marinhas)"
"02109911","0210.99.11","0210.99.11 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes de aves da posição 01.05 De galos e de galinhas"
"02109919","0210.99.19","0210.99.19 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes de aves da posição 01.05 Outras"
"02109920","0210.99.20","0210.99.20 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes da espécie ovina"
"02109930","0210.99.30","0210.99.30 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes da espécie cavalar"
"02109940","0210.99.40","0210.99.40 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Miudezas comestíveis"
"02109990","0210.99.90","0210.99.90 Carnes e miudezas, comestíveis. Carnes e miudezas, comestíveis, salgadas ou em salmoura, secas ou defumadas (fumadas); farinhas e pós, comestíveis, de carnes ou de miudezas. - Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Outras"
"03011110","0301.11.10","0301.11.10 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Peixes ornamentais: -- De água doce Aruanã (Osteoglossum bicirrhosum)"
"03011190","0301.11.90","0301.11.90 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Peixes ornamentais: -- De água doce Outros"
"03011900","0301.19.00","0301.19.00 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Peixes ornamentais: -- Outros"
"03019110","0301.91.10","0301.91.10 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) Para reprodução"
"03019190","0301.91.90","0301.91.90 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster) Outras"
"03019210","0301.92.10","0301.92.10 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Enguias (Anguilla spp.) Para reprodução"
"03019290","0301.92.90","0301.92.90 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Enguias (Anguilla spp.) Outras"
"03019310","0301.93.10","0301.93.10 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) Para reprodução"
"03019390","0301.93.90","0301.93.90 Peixes e crustáceos, moluscos e outros invertebrados aquáticos. Peixes vivos. - Outros peixes vivos: -- Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) Outras"
